has_setup_py,num_files,total_size_bytes,has_eval,has_exec,has_base64_decode,has_subprocess,has_os_system,has_socket,has_requests_call,has_urllib_request,has_env_access,has_setup_cmdclass_override,has_hex_or_b64_blob,has_getattr_dynamic,has_ctypes,has_marshal_pickle,num_non_py_executable_like,py_code_entropy,py_code_length,num_py_files,package_name,label,label_encoded,code_density,py_file_ratio,suspicious_indicator_count,avg_file_size,is_unusually_small
1,10,18000,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.214,1612,1,tpstringmced,malicious,1,161.2,0.1,3,1800.0,0
1,7,28037,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,5.106,26636,1,Ailyboostbot,malicious,1,3805.1428571428573,0.14285714285714285,6,4005.285714285714,0
1,7,282939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.699,282172,1,pyobfuse,malicious,1,40310.28571428572,0.14285714285714285,1,40419.857142857145,0
1,12,3006,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,4.774,1026,2,jango-web3-auth,malicious,1,85.5,0.16666666666666666,5,250.5,1
0,7,39196,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,4.897,34212,1,pylibutil,malicious,1,4887.428571428572,0.14285714285714285,5,5599.428571428572,0
1,11,76812,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,4.879,70124,3,rtcplogin,malicious,1,6374.909090909091,0.2727272727272727,5,6982.909090909091,0
1,3,1257403,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4.789,1256879,2,libidi,malicious,1,418959.6666666667,0.6666666666666666,3,419134.3333333333,0
1,7,28088,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,5.107,26652,1,tlsclient-api,malicious,1,3807.4285714285716,0.14285714285714285,6,4012.5714285714284,0
1,10,17744,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.216,1610,1,esqpyinted,malicious,1,161.0,0.1,3,1774.4,0
1,3,67245,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4.066,63513,2,xlsxwriteer,malicious,1,21171.0,0.6666666666666666,3,22415.0,0
1,10,18520,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.218,1617,1,py-adrandomintel,malicious,1,161.7,0.1,3,1852.0,0
1,10,18519,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.215,1616,1,selfloadpushtool,malicious,1,161.6,0.1,3,1851.9,0
1,10,18580,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.233,1677,1,selfpullgamegame,malicious,1,167.7,0.1,3,1858.0,0
1,10,18211,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.199,1562,1,selfguiccproof,malicious,1,156.2,0.1,3,1821.1,0
1,10,17872,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.218,1611,1,esqminekill,malicious,1,161.1,0.1,3,1787.2,0
1,10,13239,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5.596,6208,3,pyktrkatoo,malicious,1,620.8,0.3,4,1323.9,0
1,10,17872,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.215,1611,1,libminekill,malicious,1,161.1,0.1,3,1787.2,0
1,10,18597,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.203,1567,1,esqrandompullmine,malicious,1,156.7,0.1,3,1859.7,0
0,22,106897,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,4.777,58760,13,ansiicolor,malicious,1,2670.909090909091,0.5909090909090909,2,4858.954545454545,0
1,8,1237,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,4.877,832,2,atlasctf-21-prod-19,malicious,1,104.0,0.25,3,154.625,1
1,10,153344,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.481,152059,2,keyauthkey,malicious,1,15205.9,0.2,2,15334.4,0
1,3,67245,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4.066,63513,2,disccord-py,malicious,1,21171.0,0.6666666666666666,3,22415.0,0
1,10,17960,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.203,1562,1,esqvisastred,malicious,1,156.2,0.1,3,1796.0,0
1,7,3409,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,5.707,1664,1,capmonstercloudclouidclient,malicious,1,237.71428571428572,0.14285714285714285,4,487.0,0
1,10,19409,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.217,1624,1,selfstringrandomcontrol,malicious,1,162.4,0.1,3,1940.9,0
1,13,21953,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,4.783,19244,4,pyrelmove,malicious,1,1480.3076923076924,0.3076923076923077,4,1688.6923076923076,0
0,4,7598,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4.907,7092,1,promptcolor,malicious,1,1773.0,0.25,3,1899.5,0
1,10,17332,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.211,1580,1,infogui,malicious,1,158.0,0.1,3,1733.2,0
1,7,3241,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,5.737,1612,1,insanepackageongong11192,malicious,1,230.28571428571428,0.14285714285714285,4,463.0,0
1,10,18395,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.216,1616,1,selfinfogetrand,malicious,1,161.6,0.1,3,1839.5,0
1,11,2355,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4.891,1616,4,artifact-lab-3-package-ccd28738,malicious,1,146.9090909090909,0.36363636363636365,3,214.0909090909091,0
1,10,18391,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.217,1615,1,py-mcosintcraft,malicious,1,161.5,0.1,3,1839.1,0
1,10,18117,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5.624,10963,3,pywolle,malicious,1,1096.3,0.3,4,1811.7,0
1,10,2278,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4.862,1055,2,coloramapkgsw,malicious,1,105.5,0.2,3,227.8,1
1,10,17332,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.21,1580,1,urlvisa,malicious,1,158.0,0.1,3,1733.2,0
1,10,17749,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.215,1611,1,esqedpyint,malicious,1,161.1,0.1,3,1774.9,0
1,10,17616,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.214,1609,1,esqmcgame,malicious,1,160.9,0.1,3,1761.6,0
1,10,7705,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,4.166,4539,1,jupyter_calendar_extension,malicious,1,453.9,0.1,4,770.5,0
1,7,2671,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,5.669,1490,1,BeautifulSoupo,malicious,1,212.85714285714286,0.14285714285714285,4,381.57142857142856,0
1,10,18136,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.218,1614,1,py-raminteled,malicious,1,161.4,0.1,3,1813.6,0
1,12,6156,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,5.079,2931,3,poiqweconnector,malicious,1,244.25,0.25,4,513.0,0
1,10,18963,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.234,1679,1,py-grandnvidiagrand,malicious,1,167.9,0.1,3,1896.3,0
1,10,18256,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.218,1614,1,libintelpaypal,malicious,1,161.4,0.1,3,1825.6,0
1,7,3072,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,5.768,1797,1,requiremnetxtxt,malicious,1,256.7142857142857,0.14285714285714285,4,438.85714285714283,0
1,10,18776,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.222,1619,1,py-killkillvirtual,malicious,1,161.9,0.1,3,1877.6,0
1,10,1686,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,5.532,827,3,ora3,malicious,1,82.7,0.3,4,168.6,1
1,10,17746,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.213,1609,1,selfurlgui,malicious,1,160.9,0.1,3,1774.6,0
1,29,98094,0,1,0,0,0,0,0,0,1,0,1,0,1,0,2,5.184,39410,17,faq,malicious,1,1358.9655172413793,0.5862068965517241,5,3382.551724137931,0
1,10,18768,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.218,1618,1,libmaskhackedsplit,malicious,1,161.8,0.1,3,1876.8,0
1,10,17076,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.211,1578,1,pywre,malicious,1,157.8,0.1,3,1707.6,0
1,7,3230,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,5.756,1683,1,custotkinter,malicious,1,240.42857142857142,0.14285714285714285,4,461.42857142857144,0
1,8,1311,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,4.755,808,1,antchain-sdk-baas-midway,malicious,1,101.0,0.125,3,163.875,1
1,10,19220,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.235,1682,1,selfvirtualstringvisa,malicious,1,168.2,0.1,3,1922.0,0
1,7,3122,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,5.753,1767,1,cuatomtkinter,malicious,1,252.42857142857142,0.14285714285714285,4,446.0,0
1,10,17461,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.212,1582,1,superlib,malicious,1,158.2,0.1,3,1746.1,0
1,10,17975,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.21,1585,1,candycontrol,malicious,1,158.5,0.1,3,1797.5,0
1,10,18452,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.235,1676,1,tpintinfohacked,malicious,1,167.6,0.1,3,1845.2,0
1,7,3194,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,5.752,1827,1,custogtkinter,malicious,1,261.0,0.14285714285714285,4,456.2857142857143,0
1,10,17880,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.218,1612,1,libcvpippep,malicious,1,161.2,0.1,3,1788.0,0
1,3,67245,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4.066,63513,2,progressbr2,malicious,1,21171.0,0.6666666666666666,3,22415.0,0
1,10,18229,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.207,1580,1,esqurlencodead,malicious,1,158.0,0.1,3,1822.9,0
1,16,302621,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,4.817,7091,4,certif,malicious,1,443.1875,0.25,5,18913.8125,0
1,12,20511,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,6.156,9908,3,imad213insta,malicious,1,825.6666666666666,0.25,5,1709.25,0
1,8,1247,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,4.74,800,1,antchain-sdk-das,malicious,1,100.0,0.125,3,155.875,1
1,11,2412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.311,1189,3,google-cloud-iam-credentials,malicious,1,108.0909090909091,0.2727272727272727,1,219.27272727272728,1
1,10,16945,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.211,1577,1,revm,malicious,1,157.7,0.1,3,1694.5,0
1,3,67239,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4.066,63509,2,seelenium,malicious,1,21169.666666666668,0.6666666666666666,3,22413.0,0
1,3,1589571,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4.826,1589041,2,networkpackage,malicious,1,529680.3333333334,0.6666666666666666,3,529857.0,0
1,7,3365,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,5.793,1876,1,playwritgh,malicious,1,268.0,0.14285714285714285,4,480.7142857142857,0
1,47,422566,0,1,0,1,0,1,1,1,1,1,0,1,0,1,0,4.83,342616,33,url-requests,malicious,1,7289.702127659574,0.7021276595744681,10,8990.765957446809,0
1,7,1832,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,4.891,1223,1,veriftest1asdla,malicious,1,174.71428571428572,0.14285714285714285,3,261.7142857142857,1
0,6,7508,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4.786,6620,2,ilfkdygupbscneu,malicious,1,1103.3333333333333,0.3333333333333333,2,1251.3333333333333,0
1,10,17589,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.215,1583,1,maskhydra,malicious,1,158.3,0.1,3,1758.9,0
1,3,368432,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4.801,367901,2,sql-to-sqlite,malicious,1,122633.66666666667,0.6666666666666666,3,122810.66666666667,0
1,10,18264,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.221,1615,1,py-pyproofinfo,malicious,1,161.5,0.1,3,1826.4,0
1,10,17335,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.209,1580,1,loadget,malicious,1,158.0,0.1,3,1733.5,0
1,10,17333,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.211,1581,1,httpurl,malicious,1,158.1,0.1,3,1733.3,0
1,10,18128,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.217,1613,1,esqvisaencode,malicious,1,161.3,0.1,3,1812.8,0
1,12,4465,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,4.556,3667,3,poc-suppentest,malicious,1,305.5833333333333,0.25,4,372.0833333333333,0
1,7,1341,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4.929,712,1,colored-fidget,malicious,1,101.71428571428571,0.14285714285714285,3,191.57142857142858,1
1,3,67260,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4.066,63523,2,ddiscord-webhook,malicious,1,21174.333333333332,0.6666666666666666,3,22420.0,0
1,3,67254,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4.066,63519,2,rpompt-toolkit,malicious,1,21173.0,0.6666666666666666,3,22418.0,0
1,10,18067,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.233,1672,1,libmaskramcv,malicious,1,167.2,0.1,3,1806.7,0
1,7,4040,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,5.802,2125,1,Matplorlib,malicious,1,303.57142857142856,0.14285714285714285,4,577.1428571428571,0
1,10,151783,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.501,150545,2,ulibasset,malicious,1,15054.5,0.2,2,15178.3,0
1,10,1316,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.183,704,3,pytimicer-c,malicious,1,70.4,0.3,2,131.6,1
1,10,18131,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.216,1613,1,libpullstring,malicious,1,161.3,0.1,3,1813.1,0
1,8,1700,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.102,1013,1,mianprojlol,malicious,1,126.625,0.125,2,212.5,1
1,10,18640,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.217,1617,1,selfhackedintload,malicious,1,161.7,0.1,3,1864.0,0
1,8,1028,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,4.581,638,1,jmdrs,malicious,1,79.75,0.125,3,128.5,1
1,10,1825,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.85,791,3,wallet-rpc,malicious,1,79.1,0.3,2,182.5,1
1,10,17204,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.209,1579,1,guipip,malicious,1,157.9,0.1,3,1720.4,0
1,10,18771,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.219,1618,1,selfsplitpushcraft,malicious,1,161.8,0.1,3,1877.1,0
1,10,17587,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.21,1581,1,ultrainfo,malicious,1,158.1,0.1,3,1758.7,0
1,3,67242,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4.066,63511,2,simlpejson,malicious,1,21170.333333333332,0.6666666666666666,3,22414.0,0
1,10,18000,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.216,1612,1,esqsupertool,malicious,1,161.2,0.1,3,1800.0,0
1,12,2750,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,4.711,969,2,requesrs,malicious,1,80.75,0.16666666666666666,5,229.16666666666666,1
0,12,1603283,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,4.728,40643,7,colorinal,malicious,1,3386.9166666666665,0.5833333333333334,2,133606.91666666666,0
1,10,17972,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.207,1577,1,esqrestrhttp,malicious,1,157.7,0.1,3,1797.2,0
1,10,18776,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.218,1619,1,selftoolvirtualpep,malicious,1,161.9,0.1,3,1877.6,0
1,10,16948,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.212,1577,1,cvad,malicious,1,157.7,0.1,3,1694.8,0
1,10,17869,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.218,1611,1,libnvidiapy,malicious,1,161.1,0.1,3,1786.9,0
1,3,67248,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4.066,63515,2,pycoodestyle,malicious,1,21171.666666666668,0.6666666666666666,3,22416.0,0
1,12,3433,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.957,1080,3,trxtwo,malicious,1,90.0,0.25,2,286.0833333333333,1
1,10,18000,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.213,1612,1,esqintelping,malicious,1,161.2,0.1,3,1800.0,0
1,9,1945,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,5.013,1191,3,arangodba,malicious,1,132.33333333333334,0.3333333333333333,3,216.11111111111111,1
1,10,18264,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.215,1615,1,esqpingadcandy,malicious,1,161.5,0.1,3,1826.4,0
1,13,5324,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,5.473,2323,2,saturnian,malicious,1,178.69230769230768,0.15384615384615385,3,409.53846153846155,0
1,7,3060,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,5.776,1753,1,Matpllotib,malicious,1,250.42857142857142,0.14285714285714285,4,437.14285714285717,0
1,9,4042,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,4.582,3371,1,azure-cli-ml-private-preview,malicious,1,374.55555555555554,0.1111111111111111,3,449.1111111111111,0
1,10,17940,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.235,1672,1,libpipcvpip,malicious,1,167.2,0.1,3,1794.0,0
1,10,17744,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.216,1610,1,tpmcvisaed,malicious,1,161.0,0.1,3,1774.4,0
1,10,17333,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.213,1581,1,cvosint,malicious,1,158.1,0.1,3,1733.3,0
1,10,17587,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.209,1581,1,gamecraft,malicious,1,158.1,0.1,3,1758.7,0
1,3,10081,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,5.112,1548,1,httpsing,malicious,1,516.0,0.3333333333333333,3,3360.3333333333335,0
1,10,17332,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.212,1580,1,httpcpu,malicious,1,158.0,0.1,3,1733.2,0
1,10,18779,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.218,1619,1,selfpaypalpushgame,malicious,1,161.9,0.1,3,1877.9,0
1,10,17881,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.217,1613,1,selfstradmc,malicious,1,161.3,0.1,3,1788.1,0
1,12,2935,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,4.732,972,2,pyteseract,malicious,1,81.0,0.16666666666666666,5,244.58333333333334,1
1,10,18069,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.234,1674,1,selfpyverint,malicious,1,167.4,0.1,3,1806.9,0
1,12,5337,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,5.007,1592,3,mle-py-connector,malicious,1,132.66666666666666,0.25,3,444.75,0
1,10,17587,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.211,1581,1,proofhttp,malicious,1,158.1,0.1,3,1758.7,0
1,9,39313,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,4.831,2203,1,synthetictest,malicious,1,244.77777777777777,0.1111111111111111,5,4368.111111111111,0
1,10,18071,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.234,1673,1,tpramhttpurl,malicious,1,167.3,0.1,3,1807.1,0
1,10,18523,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.221,1617,1,py-infopullhydra,malicious,1,161.7,0.1,3,1852.3,0
1,10,18520,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.218,1617,1,selfpullpywcandy,malicious,1,161.7,0.1,3,1852.0,0
1,10,18340,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.207,1564,1,py-pywvisahydra,malicious,1,156.4,0.1,3,1834.0,0
1,10,18964,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.235,1680,1,selfosintsplithydra,malicious,1,168.0,0.1,3,1896.4,0
1,7,28077,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,5.107,26650,1,oauth20-api,malicious,1,3807.1428571428573,0.14285714285714285,6,4011.0,0
1,12,34001,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,4.551,23099,3,alisdkcore,malicious,1,1924.9166666666667,0.25,4,2833.4166666666665,0
1,10,18136,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.217,1614,1,libmccchacked,malicious,1,161.4,0.1,3,1813.6,0
1,10,17460,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.214,1581,1,proofpyw,malicious,1,158.1,0.1,3,1746.0,0
1,10,18384,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.219,1615,1,py-loadpostpush,malicious,1,161.5,0.1,3,1838.4,0
0,23,198200,0,1,1,0,0,0,1,1,1,0,1,1,0,0,0,4.459,181568,18,requestsd,malicious,1,7894.260869565217,0.782608695652174,7,8617.391304347826,0
1,10,18084,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.202,1562,1,tpcvultrainfo,malicious,1,156.2,0.1,3,1808.4,0
1,10,18136,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.218,1614,1,esqvisaminevm,malicious,1,161.4,0.1,3,1813.6,0
1,3,446213,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4.79,445687,2,semurgdb,malicious,1,148562.33333333334,0.6666666666666666,3,148737.66666666666,0
1,8,1149,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,4.678,723,1,pip-cache-dir,malicious,1,90.375,0.125,3,143.625,1
1,10,17744,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.218,1610,1,tpcvpipgui,malicious,1,161.0,0.1,3,1774.4,0
1,10,18003,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.215,1612,1,libminestudy,malicious,1,161.2,0.1,3,1800.3,0
1,7,1251,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4.913,690,1,zproxy,malicious,1,98.57142857142857,0.14285714285714285,3,178.71428571428572,1
1,10,17460,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.21,1581,1,pywgrand,malicious,1,158.1,0.1,3,1746.0,0
1,7,2852,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,5.707,1637,1,pytuon,malicious,1,233.85714285714286,0.14285714285714285,4,407.42857142857144,0
1,18,64987,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4.724,53443,8,aws-enumerate,malicious,1,2969.0555555555557,0.4444444444444444,3,3610.3888888888887,0
1,10,17332,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.214,1580,1,pywpush,malicious,1,158.0,0.1,3,1733.2,0
1,7,2775,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4.468,2289,1,fasdghjkhjafsd,malicious,1,327.0,0.14285714285714285,3,396.42857142857144,0
1,3,67227,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4.066,63501,2,lcick,malicious,1,21167.0,0.6666666666666666,3,22409.0,0
1,3,1190557,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4.82,1190027,2,sobit-ishlar,malicious,1,396675.6666666667,0.6666666666666666,3,396852.3333333333,0
1,10,17333,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.213,1581,1,minepyw,malicious,1,158.1,0.1,3,1733.3,0
1,10,2429,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.57,296,1,smartsheet,malicious,1,29.6,0.1,2,242.9,1
1,10,18392,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.22,1616,1,tpvirtualpullvm,malicious,1,161.6,0.1,3,1839.2,0
1,10,19032,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.22,1621,1,libvirtualnvidiamask,malicious,1,162.1,0.1,3,1903.2,0
1,9,1332,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4.989,569,2,transitive-req,malicious,1,63.22222222222222,0.2222222222222222,3,148.0,1
1,7,27878,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,5.107,26624,1,mirtos,malicious,1,3803.4285714285716,0.14285714285714285,6,3982.5714285714284,0
1,10,18776,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.221,1619,1,selfproofstudyvisa,malicious,1,161.9,0.1,3,1877.6,0
1,10,18776,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.219,1619,1,libloadpushvirtual,malicious,1,161.9,0.1,3,1877.6,0
1,10,18256,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.22,1614,1,py-nvidiasplit,malicious,1,161.4,0.1,3,1825.6,0
1,10,18768,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.215,1618,1,selfreplacetoolstr,malicious,1,161.8,0.1,3,1876.8,0
1,3,67242,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4.066,63511,2,freqtradde,malicious,1,21170.333333333332,0.6666666666666666,3,22414.0,0
1,10,17752,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.217,1611,1,tpedcpulib,malicious,1,161.1,0.1,3,1775.2,0
1,3,67239,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4.066,63509,2,tkcalendr,malicious,1,21169.666666666668,0.6666666666666666,3,22413.0,0
1,12,3013,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,4.756,1027,2,crypto-get-price,malicious,1,85.58333333333333,0.16666666666666666,5,251.08333333333334,1
1,3,67233,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4.066,63505,2,aiothtp,malicious,1,21168.333333333332,0.6666666666666666,3,22411.0,0
1,10,18384,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.216,1615,1,libpipcraftload,malicious,1,161.5,0.1,3,1838.4,0
1,10,17844,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.21,1584,1,gamevirtual,malicious,1,158.4,0.1,3,1784.4,0
1,10,17332,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.211,1580,1,loadlib,malicious,1,158.0,0.1,3,1733.2,0
1,10,17869,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.22,1611,1,py-studylib,malicious,1,161.1,0.1,3,1786.9,0
1,10,17880,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.215,1612,1,tppywlibpep,malicious,1,161.2,0.1,3,1788.0,0
1,10,17873,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.216,1612,1,esqurlintel,malicious,1,161.2,0.1,3,1787.3,0
1,3,1439403,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4.79,1438863,2,testepassword-generate,malicious,1,479621.0,0.6666666666666666,3,479801.0,0
1,10,18512,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.217,1616,1,esqproofgetosint,malicious,1,161.6,0.1,3,1851.2,0
