has_setup_py,num_files,total_size_bytes,has_eval,has_exec,has_base64_decode,has_subprocess,has_os_system,has_socket,has_requests_call,has_urllib_request,has_env_access,has_setup_cmdclass_override,has_hex_or_b64_blob,has_getattr_dynamic,has_ctypes,has_marshal_pickle,num_non_py_executable_like,py_code_entropy,py_code_length,num_py_files,package_name,label
1,12,37831,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,4.969,36159,5,py23crypt,malicious
1,10,18580,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.236,1677,1,py-studytoolping,malicious
1,10,17844,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.212,1584,1,hackedhydra,malicious
1,10,18254,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.217,1615,1,esqrandomintel,malicious
1,10,18340,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.2,1564,1,esqgameguiintel,malicious
1,10,18000,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.217,1612,1,selfurlcraft,malicious
1,10,18071,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.236,1673,1,selfmcvisapy,malicious
1,10,18768,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.217,1618,1,esqreplaceguistudy,malicious
1,10,18195,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.23,1673,1,tpurlmcstring,malicious
1,8,72581,0,0,1,1,1,0,1,1,0,0,1,0,1,0,0,4.772,69811,2,piplibscrape,malicious
1,10,18324,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.239,1675,1,py-hydraLGTBvm,malicious
1,8,1237,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,4.878,832,2,atlasctf-21-prod-10,malicious
1,10,18468,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.205,1565,1,esqpeprandpaypal,malicious
1,11,2289,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4.955,1331,3,fucknuker,malicious
1,10,17880,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.217,1612,1,libpepramvm,malicious
1,10,18128,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.217,1613,1,tpmcgethacked,malicious
1,9,36542,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,4.899,34675,2,pystyl,malicious
1,8,8172,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,4.819,7126,2,telegrem,malicious
1,10,18964,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.24,1680,1,py-hydrasupernvidia,malicious
0,9,1377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.619,99,1,lanchain-openai,malicious
1,10,18128,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.213,1613,1,selframstring,malicious
1,13,74695,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,4.725,71365,2,kfactionantiafk,malicious
1,10,17332,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.213,1580,1,infourl,malicious
1,10,18512,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.22,1616,1,py-pongedvirtual,malicious
1,5,36902,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,4.937,35386,2,habboapis,malicious
1,10,17616,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.215,1609,1,tpponglib,malicious
1,10,18580,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.23,1677,1,libloadramstring,malicious
1,10,17844,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.213,1584,1,hydrapaypal,malicious
0,5,71869,0,0,1,1,1,0,1,1,0,0,1,0,1,0,0,4.743,69193,1,piplibraryscraper,malicious
1,11,2908,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.88,890,3,cyberart,malicious
1,10,18773,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.22,1619,1,py-paypalsplitpush,malicious
1,10,18521,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.221,1618,1,py-nvidiahttppep,malicious
1,10,17488,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.214,1608,1,esqgetvm,malicious
1,7,27974,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,5.109,26622,1,ferns,malicious
1,10,17616,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.217,1609,1,selfcpure,malicious
1,11,2313,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4.956,1334,3,fuckingnuker,malicious
1,3,67242,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4.066,63511,2,tensorflwo,malicious
1,10,17744,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.215,1610,1,libpullgui,malicious
1,10,17207,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.212,1579,1,cvmine,malicious
1,10,20974,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.53,19698,2,quistik,malicious
0,5,1426,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,4.492,806,1,this-is-fine-wuzzi,malicious
1,7,2534,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,5.595,1383,1,coloramqa,malicious
1,10,18651,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.217,1618,1,esqosintstudymine,malicious
