has_setup_py,num_files,total_size_bytes,has_eval,has_exec,has_base64_decode,has_subprocess,has_os_system,has_socket,has_requests_call,has_urllib_request,has_env_access,has_setup_cmdclass_override,has_hex_or_b64_blob,has_getattr_dynamic,has_ctypes,has_marshal_pickle,num_non_py_executable_like,py_code_entropy,py_code_length,num_py_files,package_name,label
1,10,21111,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.527,19790,2,pirate balls,malicious
1,7,2821,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,5.768,1672,1,eetherium,malicious
1,10,18852,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.202,1568,1,selfcandyhttpnvidia,malicious
1,10,18129,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.218,1614,1,selfvmcontrol,malicious
1,3,67257,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4.066,63521,2,beauutifulsoup4,malicious
1,10,18136,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.217,1614,1,tppullpyproof,malicious
1,10,18520,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.22,1617,1,py-prooflibhydra,malicious
1,8,1757,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.937,1107,1,mianooo,malicious
1,8,1578,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,4.632,1069,1,alksdjpureranser,malicious
0,5,4417,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4.606,2868,1,console-logs,malicious
1,10,18523,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.216,1617,1,selfhackedrepong,malicious
1,7,2853,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,5.732,1676,1,seleenimu,malicious
1,8,4757,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.816,3749,2,proxyfullscrapers,malicious
1,11,5903,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,5.219,3088,2,hackerfileloll,malicious
1,8,2626,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,5.649,1534,2,pylint-py,malicious
1,10,18648,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.219,1618,1,esqsupervisaultra,malicious
1,10,17844,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.212,1584,1,httpreplace,malicious
1,3,1262650,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4.782,1262125,2,libidos,malicious
1,10,18136,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.215,1614,1,tpintelloadcc,malicious
1,12,2944,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,4.744,1009,2,pydobc,malicious
1,10,18776,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.219,1619,1,selflgtbstringload,malicious
1,10,17587,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.208,1581,1,controlcv,malicious
1,24,98695,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4.752,31884,9,strbeautify,malicious
1,10,17588,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.212,1582,1,httpproof,malicious
1,10,18128,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.214,1613,1,esqpingencode,malicious
1,10,17744,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.218,1610,1,py-mcosint,malicious
1,10,17744,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.216,1610,1,tpnvidiacv,malicious
1,10,18256,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.215,1614,1,tpgrandsplitcv,malicious
1,10,17205,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.213,1580,1,loadad,malicious
1,10,46719,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,6.072,44125,2,wmi-toolbox,malicious
1,3,67227,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4.066,63501,2,psuil,malicious
1,7,2809,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,5.636,1460,1,capmostercloudclinet,malicious
0,6,103407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.696,101376,2,letters-font,malicious
1,8,4082,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,5.079,2788,2,pipswitch,malicious
1,10,17873,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.216,1612,1,tpsuperping,malicious
1,7,1989,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.702,1096,1,infoglmi,malicious
1,10,18776,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.219,1619,1,py-pullreplaceinfo,malicious
1,9,3766,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,5.634,1699,3,octopus32,malicious
1,10,19152,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.217,1621,1,librandomcandycontrol,malicious
1,14,13572,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,4.733,9642,1,cis-publishers,malicious
1,9,2550,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4.983,1592,3,pythonarg,malicious
1,10,18324,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.237,1675,1,libloadcraftcv,malicious
1,10,17360,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.215,1607,1,esqrecv,malicious
1,10,18768,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.217,1618,1,esqpaypalsuperload,malicious
1,10,17999,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.214,1611,1,tphackedmask,malicious
1,10,18776,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.213,1619,1,selfgetreplacepong,malicious
1,10,18264,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.216,1615,1,esqstringpepcv,malicious
1,10,18264,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.216,1615,1,libguipushload,malicious
1,84,479902,0,1,0,0,1,1,1,1,1,0,0,1,0,1,0,4.626,360354,34,rehttps,malicious
1,10,17364,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.217,1608,1,esqccre,malicious
1,10,18000,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.216,1612,1,libproofpong,malicious
1,3,67236,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4.066,63507,2,freqtade,malicious
1,8,8115,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.862,1144,1,pyalsogkert,malicious
1,10,18648,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.215,1618,1,libgrandpaypalget,malicious
1,10,18649,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.218,1619,1,tppostcandynvidia,malicious
1,10,153301,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.484,151989,2,mysqlloadup,malicious
1,3,67245,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4.066,63513,2,sikit-learn,malicious
1,20,7952,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,4.778,3608,1,reqeuest-new,malicious
1,10,18256,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.212,1614,1,selfgameencode,malicious
1,7,2605,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,5.603,1392,1,capmonstercoudclient,malicious
1,3,67254,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4.066,63519,2,beauutifulsoup,malicious
1,10,17203,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.209,1578,1,cchttp,malicious
1,3,67227,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4.066,63501,2,cccxt,malicious
1,10,17744,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.216,1610,1,esqgetkill,malicious
1,8,1804,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4.863,1095,2,pyproxyx,malicious
1,11,4102,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,4.96,1256,2,fredli,malicious
1,10,17619,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.221,1609,1,py-verpyw,malicious
1,10,153629,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.491,152308,2,xolotopgrabber,malicious
1,10,17616,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.214,1609,1,tploadgui,malicious
1,10,17332,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.212,1580,1,guikill,malicious
1,10,18523,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.217,1617,1,libcandypushrand,malicious
1,10,18775,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.215,1618,1,libencodeultrainfo,malicious
1,10,17752,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.214,1611,1,tpguicpucc,malicious
1,10,17744,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.212,1610,1,tpgrandpyw,malicious
1,14,84276,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,4.824,33052,7,yocolor,malicious
0,6,35522,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,4.897,34263,2,pepsi,malicious
0,5,1613,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4.644,663,1,coloramapkgs,malicious
1,10,18264,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.216,1615,1,tpgamevisatool,malicious
1,10,18393,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.218,1617,1,selfpaypalpepcc,malicious
1,10,17460,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.212,1581,1,pepsuper,malicious
1,7,2974,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,5.724,1603,1,tensofklow,malicious
1,8,1522,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,5.362,791,2,secretslib,malicious
1,10,17204,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.21,1579,1,ramcpu,malicious
0,6,23555,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,4.315,22241,2,xiedemo,malicious
1,19,44217,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,4.537,43449,12,colored-upgrade,malicious
1,8,98094,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,6.075,97193,2,pipsqliext,malicious
1,10,18256,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.213,1614,1,selfsplitultra,malicious
1,3,67245,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4.066,63513,2,xlsxwrriter,malicious
1,10,17743,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.214,1609,1,py-loadpep,malicious
1,10,17743,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.212,1609,1,selfponged,malicious
1,3,67242,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4.066,63511,2,tkcaelndar,malicious
1,10,18392,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.217,1616,1,esqpongkillmine,malicious
1,10,17972,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.213,1585,1,paypalhacked,malicious
1,10,17999,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.217,1611,1,tppykillkill,malicious
1,10,18724,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.203,1567,1,tppinghackedpaypal,malicious
1,10,17747,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.217,1610,1,libpongpyw,malicious
1,10,18129,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.218,1614,1,selfhydramask,malicious
1,10,18256,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.216,1614,1,selfhackedinfo,malicious
1,10,17997,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.214,1612,1,selfgamepost,malicious
1,3,67257,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4.066,63521,2,python-binnance,malicious
1,10,18384,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.218,1615,1,selfcandyintpyw,malicious
1,7,3260,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,5.762,1753,1,eutherium,malicious
1,8,1699,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,4.783,1256,2,glean-indexing-api-client,malicious
1,9,1359,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,4.715,779,2,myshellcode4,malicious
1,10,18008,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.217,1613,1,py-postrelib,malicious
1,10,18100,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.209,1578,1,esqverpyosint,malicious
1,3,67236,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4.066,63507,2,yfiannce,malicious
1,7,3394,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,5.737,1779,1,BeautyfulSoup,malicious
1,10,18256,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.218,1614,1,selfstudygrand,malicious
1,7,3590,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,5.807,1979,1,requiurement,malicious
1,10,17460,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.211,1581,1,proofpep,malicious
1,10,17332,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.21,1580,1,minepip,malicious
1,7,28008,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,5.107,26631,1,httpxv3,malicious
1,3,67242,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4.066,63511,2,tkcalednar,malicious
0,26,7351785,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.367,33162,4,spellcheckpy,malicious
1,47,422463,0,1,0,1,0,1,1,1,1,1,0,1,0,1,0,4.832,342589,33,new-requests,malicious
1,11,8971,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,5.276,8033,4,pycolorate,malicious
1,12,19818,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4.95,7796,3,rrquests,malicious
1,12,2911,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,4.742,968,2,pywin33,malicious
1,10,17616,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.218,1609,1,py-guiurl,malicious
1,10,17461,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.212,1582,1,loadload,malicious
1,10,17588,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.21,1582,1,supervisa,malicious
1,3,67242,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4.066,63511,2,webosckets,malicious
1,10,18384,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.217,1615,1,tpproofpushkill,malicious
1,10,18392,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.218,1616,1,py-vmrandommine,malicious
1,13,1152650,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,5.073,1142983,5,aiohttp-proxies,malicious
1,11,56257,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,5.947,12789,3,soup2,malicious
1,8,1239,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,4.764,834,2,atlasctf-21-prod-11,malicious
1,10,17876,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.219,1612,1,selfverkill,malicious
1,3,2203,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,5.759,1669,2,stillrequestsa,malicious
1,10,17488,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.218,1608,1,liblibad,malicious
1,10,18392,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.217,1616,1,esqcpurandomver,malicious
1,9,3630,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4.865,1562,2,lxlm,malicious
1,10,17488,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.219,1608,1,selfcvpy,malicious
1,10,17460,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.209,1581,1,pushhttp,malicious
1,13,579795,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4.991,2899,2,my-fun-tools,malicious
1,7,1025,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,5.863,560,1,huehuehuehue,malicious
1,10,18256,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.214,1614,1,selfstrreplace,malicious
1,3,67251,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4.066,63517,2,crypotcompare,malicious
1,10,18008,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.215,1613,1,tpverguipost,malicious
1,8,1985,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,4.836,1402,1,kers,malicious
1,7,28035,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,5.109,26635,1,Cryztalnitro,malicious
1,10,18776,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.213,1619,1,selfreplaceminepep,malicious
1,8,1165,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,4.677,725,1,arangodb-driver,malicious
1,10,18068,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.233,1673,1,esqgameedver,malicious
1,10,17588,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.208,1582,1,ultramine,malicious
1,3,67257,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4.066,63521,2,beautifulsouup4,malicious
1,10,18520,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.219,1617,1,esqpullkillsplit,malicious
1,10,18256,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.218,1614,1,esqgamepystudy,malicious
1,10,17588,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.21,1582,1,visasuper,malicious
1,3,4497,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5.528,4320,2,rqeuests,malicious
1,10,18068,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.229,1673,1,tpguiosintre,malicious
1,10,18136,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.214,1614,1,libguistrpost,malicious
1,10,18456,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.236,1677,1,py-pepnvidiastr,malicious
1,10,17461,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.213,1582,1,pullmine,malicious
1,7,3321,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,5.742,1636,1,p9llow,malicious
1,10,17331,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.207,1579,1,cputool,malicious
1,10,17204,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.208,1579,1,guipep,malicious
1,7,3347,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,5.743,1778,1,customtkitnerr,malicious
1,10,18380,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.216,1614,1,py-grandvirtual,malicious
1,3,67245,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4.066,63513,2,simmplejson,malicious
1,8,1928302,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4.809,1927227,2,setnetwork,malicious
1,10,17613,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.213,1609,1,tpgameurl,malicious
1,7,3472,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,5.79,1893,1,customtkniterr,malicious
1,3,67236,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4.066,63507,2,oclorama,malicious
1,9,7071,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,6.05,5945,2,pycalcdata,malicious
0,11,108760,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,4.898,98961,2,siamrahman,malicious
1,7,3026,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,5.772,1783,1,etehreum,malicious
1,8,2747,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,4.822,1482,1,tensxxfxxk,malicious
1,10,17460,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.208,1581,1,guiproof,malicious
1,3,67230,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4.066,63503,2,pyocks,malicious
1,10,18517,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.217,1617,1,tpsupercandypong,malicious
1,7,3483,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,5.733,1686,1,capmosterclouclient,malicious
1,10,18637,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.214,1617,1,selfgrandencodecv,malicious
1,12,2922,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,4.733,969,2,manganeko,malicious
1,7,2916,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,5.755,1729,1,etheeruim,malicious
1,9,135819,0,0,1,1,1,0,0,0,1,1,1,0,1,0,0,4.945,133525,3,beeee23323,malicious
1,10,18257,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.218,1615,1,selflibreplace,malicious
1,10,18896,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.218,1619,1,esqreplacemaskcraft,malicious
1,8,1758,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.022,1077,1,mianoplmao,malicious
1,7,3751,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,5.831,2038,1,web3-pyy,malicious
1,48,408576,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,4.893,336766,33,equests,malicious
1,10,17589,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.214,1583,1,killhydra,malicious
1,10,18776,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.219,1619,1,selfpipstudyhacked,malicious
1,12,2946,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,4.735,973,2,osrs-hiscore,malicious
1,10,17460,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.21,1581,1,loadinfo,malicious
1,7,2922,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,5.718,1611,1,playwrihgt,malicious
1,7,3153,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,5.738,1676,1,PyGamw,malicious
1,10,17749,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.217,1611,1,libadcvpip,malicious
1,7,3040,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,5.728,1617,1,customtkingter,malicious
1,9,1359,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,4.715,779,2,myshellcode2,malicious
1,7,2623,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,5.614,1414,1,requestr,malicious
1,12,123297,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.433,118116,4,aliababcloud-tea-openapi,malicious
1,10,17460,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.209,1581,1,intellib,malicious
1,3,67248,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4.066,63515,2,pyinstaaller,malicious
1,10,17204,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.21,1579,1,urlpyw,malicious
1,3,67236,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4.066,63507,2,uurllib3,malicious
1,10,18776,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.222,1619,1,selfkillpushhacked,malicious
1,10,17616,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.219,1609,1,py-edpush,malicious
1,10,17360,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.218,1607,1,esqcved,malicious
1,3,67263,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4.066,63525,2,webbsocket-client,malicious
1,10,18264,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.211,1615,1,tpminegetintel,malicious
1,10,18776,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.216,1619,1,esqencodetoolsuper,malicious
1,10,18384,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.216,1615,1,tpencodevirtual,malicious
1,10,17847,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.208,1584,1,toolcontrol,malicious
1,10,17588,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.211,1582,1,proofpong,malicious
1,8,1681,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.088,991,1,miantested,malicious
1,9,4731,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,5.276,2843,2,code-helper,malicious
1,3,67251,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4.066,63517,2,bautifulsoup4,malicious
1,10,17744,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.219,1610,1,py-ultracv,malicious
1,10,18384,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.218,1615,1,py-adencodeping,malicious
1,9,3641,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4.866,1564,2,kears,malicious
1,10,18000,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.215,1612,1,tpstudyintmc,malicious
1,10,17588,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.211,1582,1,cvcontrol,malicious
1,8,70764,0,0,1,1,1,0,1,1,0,0,1,0,1,0,0,4.771,69773,2,pythonsqliteaddition,malicious
1,10,2406,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.23,1347,2,iufgbewroibgfowiebc,malicious
1,10,18520,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.223,1617,1,py-lgtbosintload,malicious
1,10,18580,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.234,1677,1,selfednvidiatool,malicious
1,10,17752,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.22,1611,1,py-cvintpy,malicious
1,10,18129,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.219,1614,1,esqcraftrammc,malicious
1,10,17207,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.21,1579,1,postcv,malicious
1,3,67239,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4.066,63509,2,cryptfeed,malicious
1,10,10823,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4.76,9307,3,pycrypting,malicious
1,10,17744,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.217,1610,1,esqpostlib,malicious
1,10,17616,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.218,1609,1,py-intstr,malicious
1,8,4198,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,5.032,2175,1,tucan-x,malicious
1,13,14530,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,4.614,10467,2,pwd,malicious
0,8,145843,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,4.914,139670,4,aounitaounit2,malicious
1,10,18000,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.216,1612,1,tpgamehacked,malicious
1,10,18254,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.215,1615,1,selfencodegame,malicious
1,10,18256,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.216,1614,1,selfultracraft,malicious
1,10,18009,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.22,1614,1,esqadpostver,malicious
1,10,17460,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.21,1581,1,pingvisa,malicious
1,3,67245,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4.066,63513,2,websocketss,malicious
1,10,18708,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.237,1678,1,py-replacecraftad,malicious
0,11,19585,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,5.268,15335,2,msfpath,malicious
1,10,18256,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.214,1614,1,tploadpingrand,malicious
1,10,17331,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.208,1579,1,peptool,malicious
1,10,18515,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.22,1616,1,py-splitpullvisa,malicious
1,10,18128,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.221,1613,1,py-mcpushmask,malicious
1,10,17716,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.213,1583,1,hydrahydra,malicious
